Duplicate,Lobe.number,BL,PL,BW,TLIW,TLL,TLDW,TEL,BLL,LLL,BSR,LSR,LLDW,LLIW,MidVeinD,BL.PL,TLDW.TLIW,TLL.TLDW,LLDW.LLIW,LLL.LLLDW,BL.BW,BL_PL,Putative_spp,General.location.Habitat,site,year,Latitude,Longitude
TEX00378264,5,9.426422764,2.996022487,8.648410091,2.424939746,3.378311438,1.74828156,0.588510568,1.745394672,3.513904743,2.854773499,6.237816059,1.515852892,3.512054993,4.514423791,3.159475377,0.700675981,2.117132174,0.431582999,3.438366697,1.111180863,12.42244525,Quercus buckleyi,"TRAVIS County, Texas","Along Barton Creek, Gus Fruh Park, Austin.",1982,NA,NA
TEX00378265,5.666666667,8.222646629,2.834473732,7.497507186,2.020227518,2.905441446,2.020970687,0.869305553,1.62908632,3.027543284,2.606717253,5.54001766,2.079128441,2.738443285,4.377488568,2.907740543,1.001448886,1.498408166,0.752598237,1.551026829,1.149987037,11.05712036,Quercus buckleyi,"TRAVIS County, Texas","Waller Creek, east of University.",1901,NA,NA
TEX00378266,5,5.282264579,1.628717811,4.662581163,0.960206899,2.793202959,1.104779973,0.581100459,0.941156473,2.152277211,1.427774084,2.711888179,0.75716949,1.099373173,2.290953352,3.301488298,1.372830348,2.893224672,0.699882173,2.978599124,1.184477127,6.91098239,Quercus buckleyi,"TRAVIS County, Texas",Rob Roy Ranch #1.,1933,NA,NA
TEX00378267,6,6.022744566,2.465994641,5.354434265,1.004439128,2.242765379,1.560198695,0.761629585,1.591875028,2.242993302,1.345219137,3.529453556,1.19597234,1.709046124,2.731172132,2.464192069,1.561288959,1.564390503,0.703395066,1.934860002,1.128352422,8.488739207,Quercus buckleyi,"TRAVIS County, Texas",Austin.,0-00,NA,NA
TEX00378271,5.666666667,7.186009767,1.963852683,6.612216108,1.656566633,3.393000103,2.333714464,1.005370585,1.398609039,2.593197841,1.509640802,3.61835302,1.285950152,1.897272772,2.835654724,3.665885708,1.362376488,1.589571147,0.676932284,2.047079299,1.0840211,9.14986245,Quercus buckleyi,"Dallas County, Texas","Turtle Creek, Dallas.",1924,NA,NA
UAM006332,6.333333333,11.15117286,2.342667404,9.00150479,1.514812113,4.171558563,2.582675599,1.599767867,1.667903847,3.565914746,1.49608495,6.784867328,1.749218089,2.66078383,4.555070963,4.910792382,1.770667391,1.60725328,0.696617837,2.138991633,1.274512296,13.49384026,Quercus buckleyi,"Wise County, Texas","Decatur; Wise County Sherif's Posse (livestock buildings and rodeo arena), about 2 miles west of the intersections of Highways 81/287 & 51, off Highway 51. Growing at top of creekbank of Center Creek, on east side of property. Small, multi-temmed tree with small fruits.",2001,NA,NA
0067409MOR,7.333333333,11.16363602,3.187012467,8.822449679,3.504052147,2.855682636,3.5716973,1.667883641,1.791359581,3.288404735,2.536451418,8.685100056,3.183379041,3.69931908,5.288435769,3.506318028,1.02040069,0.807079569,0.863012753,1.036287668,1.269778197,14.35064849,Quercus shumardii,"Sebastian County, Arkansas","4.5 mi. N of Hartford, Sugarloaf Mt.",1992,35.0734434,-94.37345758
3197,8,15.25584199,4.999911028,12.61448443,2.40375736,5.03150135,3.883511342,1.824377082,2.109001707,5.074685565,2.042147581,10.21648833,2.36100213,4.332117427,6.363864872,3.043280021,1.553101923,1.43242521,0.622201565,2.547660777,1.212633692,20.25575301,Quercus shumardii,"Polk County, Arkansas","Pine-oak-hickory woods on slope. Ca. 5 miles W of Little Missouri Falls, ca. 3 miles N of Bard Springs, ca. 17.5 miles SE of Mena. Ouachita National Forest in Quachita Mtns.",1971,34.39130118,-94.01081063
45892,5.5,8.411163478,2.744541547,9.749590938,1.865589497,4.697133646,3.153408811,1.729476934,1.724152657,3.68966153,2.581499108,3.90353008,2.351163355,2.497046018,4.607124046,3.049486552,1.651382937,1.585902012,1.044134089,1.735078618,0.86239147,11.15570503,Quercus shumardii,"Logan County, Arkansas",Rim of bluff at Brown Springs,1962,35.16985788,-93.65075334
5217,6.19047619,11.72845211,3.69435673,11.03549823,2.073952094,4.313907165,3.017910113,1.661581888,3.231078729,4.870619201,2.659977795,7.473534488,2.636385718,3.241898303,5.607420092,3.2656639,1.413768861,1.542061886,0.79473462,2.043590311,1.088388377,15.42280884,Quercus shumardii,"Sebastian County, Arkansas","Base of bluff, next to observatory parking lot at Lookout on Midland Peak of Sugarloaf Mountain. 564 m above sea level. In the NE 1/4 of the NW 1/4 of Section 36, T5N, R32W; Huntington Quad.",1991,35.0734434,-94.37345758
5297,7.222222222,14.56108537,4.347577952,13.76823739,2.475174331,5.17535733,3.794794652,1.916870198,2.323899227,5.445615213,2.437276602,9.415498627,3.676234258,3.522632664,6.885445082,3.374058668,1.47860677,1.43357074,1.078114761,1.784601631,1.060125303,18.90866332,Quercus shumardii,"Pope County, Arkansas","Bona Dea Trails and Sanctuary, just S of Hwy. 326 (Dike Road), Russellville; Button Bush Bayou area.",1992,35.30597965,-93.14545667
5312,6.58974359,10.51298784,3.465305095,9.61404155,1.731413961,3.424087494,2.127144044,1.192717644,2.582485536,3.893435288,2.313530161,7.084864035,2.048258386,2.942386454,4.975804248,3.070500824,1.195753618,1.866042724,0.689054012,2.131686843,1.103027959,13.97829294,Quercus shumardii,"Yell County, Arkansas","Carden Bottoms, east of Holla Bend Wildlife Refuge; area adjacent to old oxbow lake; in the NW 1/4 of the SE 1/4 of Section 21, T6N, R19W; Holla Bend Quad.",1993,35.14083555,-93.05970442
53128,7.333333333,8.93837864,3.454440308,8.824794275,1.248052657,2.497064753,1.247636291,0.984129784,1.928285041,2.882432783,2.206962603,6.226265637,1.01710929,2.254094584,3.96055855,2.620511464,1.00215505,2.082675542,0.451698129,3.107003287,1.017702412,12.39281895,Quercus shumardii,"Sevier County, Arkansas",PLANTS OF ARKANSAS Sevier County Wooded bluff. P.O. Ben Lomond. Elevation ft. 400,1965,33.98400285,-94.24683578
6443,8.333333333,10.10225151,1.965771827,7.298113577,2.057288882,2.077556148,1.813006356,0.931734381,0.760571375,2.197212385,1.69202866,8.170300489,1.294322225,2.585311836,4.412172952,5.286322562,0.865990592,1.205892455,0.492480688,1.844008504,1.390911761,12.06802334,Quercus shumardii,"Johnson County, Arkansas","Bottomlands of Piney Creek, 11 mi. on St. Hwy 123.",1989,35.6856391,-93.24163951
6911,6.5,12.36835341,3.908883066,10.63518461,1.95257005,4.443178713,3.260043797,1.948975393,4.273303523,4.602283504,3.807418505,8.090589216,2.308686042,3.355742023,5.869611596,3.167976787,1.595796788,1.584401344,0.720772595,2.067243195,1.171080707,16.27723648,Quercus shumardii,"Logan County, Arkansas",11 mi. N. of Booneville on St. Hwy. 23.,1993,35.14000455,-93.92218021
6913,6.333333333,8.835215567,1.994278784,7.351146535,3.470525227,2.221964483,3.002083088,1.011384801,0.862629383,1.924636286,2.298058141,7.129721422,1.592621208,2.668945707,4.085303617,4.765175147,0.861198911,0.766748012,0.540364794,1.58348731,1.209180194,10.82949435,Quercus shumardii,"Sebastian County, Arkansas","Sugar Loaf Mt., Quachita National Forest, 18 mi. S. of Hackett on gravel road to observatory off Co. Rd. 252.",1991,35.0734434,-94.37345758
6959,7.166666667,12.94399398,3.532177528,9.889691083,3.2844422,3.835688893,3.697516266,1.513265386,1.827461326,3.788479565,2.621001089,9.346139243,2.174600989,3.473249642,5.737434699,3.707875247,1.123179783,1.056926248,0.64348381,1.794950057,1.308598937,16.47617151,Quercus shumardii,"McCurtain County, Oklahoma","10 mi. N of Broken Bow off U.S. 259, Beaver's Bend St. Park.",1993,34.13094622,-94.67733346
6964,6.666666667,10.28320683,2.299400319,8.780525141,2.839037766,3.340224742,3.46372308,1.272933252,1.476296424,4.116301424,2.036344726,7.164418494,2.80773164,3.477079443,5.050807669,4.580792381,1.214479054,0.985993163,0.805994296,1.488967736,1.173302067,12.58260715,Quercus shumardii,"Polk County, Arkansas","1 mi. N. of Acorn off St. Hwy 88, along side of RR.",1993,34.63547496,-94.26344584
ANHC003108,7.666666667,11.98691532,3.684555675,11.35116894,1.641416619,4.114185887,3.069424292,1.758012196,3.757668126,4.830996572,1.964090153,7.848063956,3.014986045,2.862673557,5.356931409,3.259279663,1.953721948,1.441117263,1.048970861,1.612802587,1.058623637,15.671471,Quercus shumardii,"Montgomery County, Arkansas",Ouachita Mountains. USGS Polk Creek Mountain 7.5' Quad. Caddo River at Mount Gilead Church Road. West of road and south of river.,2002,34.450658,-93.754725
APCR002274,7.666666667,6.504030771,2.212850914,5.481564875,1.663444513,1.910952029,1.671368646,0.898528165,1.711452765,2.213005819,1.860664722,4.631946882,1.216276512,1.854859403,3.041520984,2.959985775,0.983784378,1.183106619,0.65013602,1.858134558,1.188613393,8.716881685,Quercus shumardii,"Franklin County, Arkansas","Fraklin. 1 mile N, Franklin, side of stream.",1958,35.49889138,-93.85234799
APCR002276,7,8.550479793,3.097388202,6.600123192,2.207342245,2.169797082,1.979737965,0.764200589,0.823533781,2.524355129,1.531304957,6.361939554,1.679029983,2.4251003,3.820619221,2.773916074,0.849110108,1.377028612,0.680726769,1.594530378,1.30462978,11.64786799,Quercus shumardii,"Sebastian County, Arkansas",Lower pastures off of Chisolm Rd. T.6 R.29 Sect. 24.,1994,35.19633708,-94.25879353
APCR002403,7,14.30320546,2.977225738,9.257103494,4.60026647,3.525701472,4.543236951,1.717887224,1.277389652,3.487058004,3.403885578,11.27355608,2.737171767,4.332976696,6.343936213,4.815959587,0.976141883,0.814262662,0.622320054,1.293696353,1.561795728,17.2804312,Quercus shumardii,"Pope County, Arkansas","Ca. 3 m. SW of Atkins, poorly-drained woods margin.",1968,35.24346442,-92.94284127
APCR002404,5.666666667,14.35441491,3.086436636,12.46439499,4.380787498,6.296389368,5.147931022,2.184745422,2.31182406,4.871882916,4.035825401,8.350371375,1.709720221,4.467880307,6.622202032,4.648980068,1.204322248,1.224811067,0.394704654,2.93226369,1.161566766,17.44085155,Quercus shumardii,"Pope County, Arkansas","20' from house just south of retaining wall, above Arkansas R. SW 1/4 Section, T6N, R19W.",1998,35.2450191,-93.08482447
APCR002426,7,12.68359345,4.436416645,10.39805254,2.339166637,3.660051723,3.275904475,1.242570008,1.845788209,4.294831931,2.344421907,8.664545922,1.753993341,3.287906487,5.471537529,2.89151733,1.408184448,1.118157511,0.532032495,2.541184957,1.219605466,17.12001009,Quercus shumardii,"Pope County, Arkansas",Beneath bluffs south of Ouita rec. area on Lake Dardanelle.,1973,35.24887711,-93.16426684
APCR002427,5.666666667,9.513128327,3.195588323,8.648993445,1.773790106,5.089920507,3.943025809,1.948869569,2.662917072,4.265138807,2.1499143,4.385996526,2.155540758,2.274019456,4.272175712,2.963800163,2.212898071,1.297604802,0.964143173,1.972049897,1.100040714,12.70871665,Quercus shumardii,"Pope County, Arkansas","Pope county: Russellville, Quita Rec. Area, swamp below bluffs",1968,35.30201912,-93.16260718
APCR002428,6.333333333,10.59624393,4.265754083,9.918125997,2.197071289,4.66033847,4.095931414,2.052877457,3.764815924,4.144744991,2.81813479,5.851725593,2.180486657,3.208176932,4.559241353,3.352677631,1.793164409,1.221926339,0.660668802,2.048869648,1.070000242,14.86199801,Quercus shumardii,"Pope County, Arkansas","Pope county: below the bluffs at Quita Recreational Area near Russellville, Ark.",1970,35.30201912,-93.16260718
APCR002429,7,13.77550505,4.536985637,11.64307134,2.587251523,3.144893711,2.420872319,1.132316438,3.484253607,4.074647714,3.615086497,10.36184683,2.456097141,3.075789087,6.508750302,3.028979453,0.964611233,1.296361776,0.801828765,1.645901219,1.195424299,18.31249069,Quercus shumardii,"Pope County, Arkansas",Quita Park area,1971,35.30201912,-93.16260718
APCR002430,8.666666667,11.41942223,3.349875378,10.47034169,1.582263766,2.195671277,1.054644518,0.696493988,1.826046294,2.48192914,1.979895421,9.203358213,1.21897388,2.415992705,5.20801807,3.437131734,0.677577782,2.090615715,0.491934229,2.155048052,1.089163959,14.76929761,Quercus shumardii,"Pope County, Arkansas",Pope County: Quita State Park; overcup swamp,1974,35.30201912,-93.16260718
APCR002431,8,10.30871172,3.441273676,8.920765609,1.306722321,3.046086719,1.158222924,0.948082563,1.959190967,2.99501907,1.664940175,7.353451339,1.121776436,2.423337354,4.305950944,3.266785055,0.870347992,2.874460398,0.467029343,2.674252732,1.157462981,13.7499854,Quercus shumardii,"Pope County, Arkansas","Pope County, Quita Park, down behind bluff on back side of park.",1974,35.30201912,-93.16260718
APCR002432,7,14.68095998,4.639816851,12.76671128,3.083106488,7.146721213,5.27579984,2.453676482,1.340994832,6.609716906,2.17176258,7.673980403,3.905066936,4.524040535,7.146718085,3.163906791,1.711354459,1.354415601,0.851484805,1.762903742,1.154425797,19.32077683,Quercus shumardii,"Pope County, Arkansas","Pope Co., T8N, R20W, NW 1/4 of sec. 31. Low area near swamp east of Quita State Park.",1981,35.30201912,-93.16260718
APCR002433,9,15.35652606,4.442077141,10.00386805,3.388455923,3.128475,2.208537984,1.310825242,1.10098397,3.20631058,1.923110351,12.67713762,2.213261524,3.633600458,7.015255718,3.457059743,0.651783005,1.416536651,0.609109766,1.448681299,1.535058838,19.7986032,Quercus shumardii,"Pope County, Arkansas","Pope County: Russellville West Topo Quad. Russellville; Bona Dea Trails and Refuge, adjacent to Lake Dardanelle, on south side of Lakeshore Drive (formerly Dike Road), Hwy. 326; Lat./Long.; N 35.180762 W -093.0936676; T8N, R20W, SE 1/4 of NW 1/4 of Section 31; south side of the northern swinging bridge trail, in between trail and the water.",2009,35.30597965,-93.14545667
APCR002436,7.333333333,14.00632085,4.271116065,13.07527125,1.8609943,3.671085926,2.53531609,1.554583402,3.256722423,4.133262402,2.227347377,10.17200196,2.327982085,3.722643141,5.742077147,3.282442905,1.295305269,1.575020739,0.611639123,1.85841192,1.077897023,18.27743691,Quercus shumardii,"Pope County, Arkansas",Bona Dea Trails T8N R20W Sec31,1996,35.30597965,-93.14545667
AR0239,7.333333333,13.35483238,4.488788997,10.84035546,3.586450249,4.109072264,4.705271146,1.97316444,2.498340911,4.227763801,2.264545373,9.272935467,3.207866955,4.116467073,5.177074747,2.98190896,1.331516008,0.900955685,0.77614353,1.33211094,1.239176681,17.84362138,Quercus shumardii,"Sebastian County, Arkansas","Arkansas River Valley. Along Pigeon Creek, approximately 1/8 mile west of the Sebastian/Logan County line. T6N R29W S23 NE1/4 NE1/4",2002,35.18552114,-94.08204735
BRIT319824,5,8.172192496,3.099134947,9.846540451,1.942520107,5.074289863,4.438035265,2.158653088,2.260627426,3.957219584,1.862980016,3.04464028,3.126166991,1.97815917,4.088353122,2.670939997,2.395265337,1.232789067,1.59018447,1.289983202,0.852973878,11.27132744,Quercus shumardii,"Logan County, Arkansas",Rim of bluff at Brown's Springs. Under bluff in places.,1966,35.16985788,-93.65075334
BRIT319829,7.333333333,9.461632025,3.553252874,9.632250058,1.777555925,2.556084547,1.830044782,0.834483368,2.968169887,2.998703262,2.596458303,7.125300277,1.204491798,2.570607671,4.384057656,2.672195941,1.04402998,1.516411093,0.480895769,2.508008578,0.986577522,13.0148849,Quercus shumardii,"Sevier County, Arkansas",Wooded bluff.,1965,33.98400285,-94.24683578
GA136757,6.666666667,10.21993213,3.422529424,9.116113624,2.40206622,3.415675025,2.963646894,1.404556658,1.980521415,3.590688414,2.710468335,6.617456228,2.02157744,2.951657645,4.844540642,3.005235742,1.222653291,1.27554125,0.673354875,1.885403982,1.129425681,13.64246156,Quercus shumardii,"Sevier County, Arkansas","Sevier County, AR",1962,33.98400285,-94.24683578
GA152120,6.333333333,8.39132189,3.077066207,7.657174272,1.73923764,2.725229814,2.115857373,1.078734169,2.474026573,3.133395133,2.325093097,5.721467762,1.636170523,2.257415304,4.035237484,2.732012811,1.185765009,1.348617851,0.69983963,1.970111539,1.107298354,11.4683881,Quercus shumardii,"Le Flore County County, Oklahoma","Le Flore County, OK. 18 in. D.B.H. Flat woods in high bottoms of Kimish River.",1962,34.88869335,-94.73773394
GA152121,6.666666667,9.578359335,3.251665205,7.416347679,1.819255791,2.158617362,1.875945862,1.116402117,1.299337046,2.19091913,2.402637511,7.542639894,1.241409131,1.865561496,4.145261239,2.986172773,1.024354327,1.161978849,0.615385775,2.065009685,1.291617248,12.83002454,Quercus shumardii,"Montgomery County, Arkansas","Montgomery County, AR.",1962,34.51745953,-93.64335599
HXC005393,7,10.10610984,3.354835734,8.547375914,1.964662507,2.642788804,1.666470759,0.742254157,2.052321487,2.786248961,2.740566572,7.660752446,1.391662411,2.726127456,4.447863457,3.013028627,0.87894676,1.610905002,0.510918377,1.999586756,1.184223959,13.46094557,Quercus shumardii,"Montgomery County, Arkansas",North of Norman on Caddo River,1932,34.4008025,-93.4504494
IND-0064239,7,8.863029624,3.490673481,8.937548379,1.240705053,3.504567666,2.72659377,1.522732299,2.647083446,3.534829938,2.073222123,5.324029276,1.84774739,2.216398211,4.395428068,2.569523192,2.121172521,1.486103505,0.859230045,1.916248043,0.994935554,12.3537031,Quercus shumardii,"Sevier County, Arkansas",Ben Lomond,1932,33.98400285,-94.24683578
LSUS000420,8,9.64142741,2.27271487,6.912151958,1.91360863,3.937721914,3.322110319,1.595560366,1.518630573,3.15231583,2.388178006,5.489662362,1.500589033,2.126039368,3.615259331,4.232029859,1.695310222,1.235939693,0.711544369,2.218259185,1.396791498,11.91414228,Quercus shumardii,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
LSUS000421,8.666666667,14.25307421,2.993349857,13.16680192,2.85346027,4.618783214,3.5559053,1.993760662,1.625503763,4.507760313,2.299206825,9.954412336,2.325665365,3.341793984,6.837820459,4.749594587,1.265562348,1.345429427,0.700467701,1.94586853,1.097805998,17.24642406,Quercus shumardii,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
LSUS000422,8.333333333,12.59674038,2.721191783,11.13243295,3.895111218,5.478610402,5.104462321,2.097325904,0.957324161,4.78653894,1.93028318,7.379553811,2.164165849,3.336309913,6.16629143,4.83109393,1.279962706,1.139453712,0.640293675,2.29242342,1.130322785,15.31793216,Quercus shumardii,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
LSUS000423,8.333333333,12.0952686,2.891156469,10.13745954,2.973322186,4.177989494,3.2641089,1.96882616,1.760089248,3.816997909,2.302658198,8.119227163,2.105480003,2.90459002,5.435150953,4.407830489,1.105940746,1.311814892,0.717129309,1.995367501,1.189709419,14.98642507,Quercus shumardii,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
NCU00124120,8.5,11.63240606,2.876834656,8.760815261,3.327631272,3.503602784,3.807738487,1.558357976,1.202705728,3.505260251,2.95160736,8.101405352,2.798670983,2.981400087,5.116690097,4.053988587,1.140160292,0.926520053,0.932406392,1.25187829,1.346936579,14.50924071,Quercus shumardii,"Pope County, Arkansas","on road to Mill Ck [Creek] I believe that this is shumardii (7) Typical north RS [illegible] mts [illegible] Ark. On road to Mill Creek, Pope Co. Ark.",1924,35.3259542,-93.21239838
UAM006667,7,8.648676695,1.915824295,7.014565276,1.977080006,2.312329642,1.760816939,1.111228038,1.659706635,2.472083662,2.22410274,6.583120167,1.392889269,2.095508942,4.022753766,4.568430702,0.879712675,1.385319721,0.648619469,2.397041307,1.234042314,10.56450099,Quercus shumardii,"Howard County, Arkansas","Howard Co. Hwy 4 at the Cossatot River, E of Wickes. Rocky slope.",1997,34.21015942,-94.22890572
UAM006668,6,9.148680287,2.215731616,8.436598026,2.36692552,3.745057536,2.70648158,1.70645415,1.691054999,3.230644707,2.13068549,5.668068092,1.417294982,2.443828945,4.31523928,4.14337398,1.169773542,1.386217215,0.581669545,2.277401143,1.086939127,11.3644119,Quercus shumardii,"Crawford County, Arkansas",Near Natural Dam,1955,35.65047385,-94.39646028
UARK031417,7.666666667,11.1521705,3.705444129,8.402062043,2.080899892,2.475690798,1.789434678,1.274453751,1.25029817,2.269587857,2.757575814,8.843592693,1.397773657,2.429452065,4.744571029,3.001972389,0.866465845,1.418819119,0.605047373,1.637264128,1.325528334,14.85761463,Quercus shumardii,"Crawford County, Arkansas",W. of Mt. Burg. Floodplain of Frog Bayou,1968,35.63539228,-94.16755086
UARK031421,9.666666667,14.88782751,2.776642841,11.58384249,2.409735593,2.965289282,2.31699232,1.165622068,2.108914069,3.883743873,2.770232895,11.95626191,2.334484699,3.278675665,6.850329927,5.364871337,0.966553388,1.277226292,0.723280663,1.688333697,1.28438105,17.66447035,Quercus shumardii,"Franklin County, Arkansas","White Oak Rec. Area, E of Mulberry, Arkansas near Arkansas River.",1978,35.55027876,-93.85736072
UARK031425,7,16.60287616,4.508935499,15.84718449,3.352262155,5.91696638,4.637714145,2.198432493,3.67819533,6.944721649,3.18313717,10.64624176,4.488398286,4.117659644,8.248376273,3.702892748,1.380857049,1.28739938,1.083903987,1.565791225,1.050326309,21.11181166,Quercus shumardii,"Howard County, Arkansas","West Gulf Coastal Plain. Stone Road Glade Natural Area: Off Hwy 369 on Weyerhaeuser logging roads; 12 air miles west of Murbreesboro; T8S, R77W, S8, NW 1/4",2002,33.95778867,-93.85023306
UARK031426,5.666666667,7.401383528,1.983617886,6.038296444,1.492501955,2.804430613,1.19579297,0.671518247,2.056865675,2.622086808,1.528120344,4.600769116,0.785350808,1.770532541,2.64833138,4.04444798,0.800080307,2.34782908,0.43205051,4.908839984,1.242090502,9.385001414,Quercus shumardii,"Franklin County, Arkansas","Franklin, Sec. 31; T17N, R7W.",1965,35.49889138,-93.85234799
UARK031431,9,13.7320061,3.593755868,12.23596642,2.646937024,2.816709435,2.018476627,1.253485094,1.325991594,2.949739872,1.621040628,11.22724078,1.414948124,2.805208324,6.426039165,3.872309953,0.762702891,1.396412448,0.504384906,2.085855883,1.121299478,17.32576197,Quercus shumardii,"Johnson County, Arkansas","By circle drive with picnic tables, at Spadra Marina; ca. 3 mi. S of Clarksville.",1991,35.42666299,-93.4776185
UARK031433,8,8.633343082,2.787370969,7.478332297,1.567941655,2.6237185,1.875926379,1.124305106,1.457260451,2.709431838,1.702215641,6.051819878,1.477136909,2.162916605,3.755361827,3.111069907,1.107757086,1.63749087,0.633117229,2.221226374,1.150943493,11.42071405,Quercus shumardii,"Montgomery County, Arkansas","Ouachita Mountains. Hovell Creek at AR 2 and Sweet Home Road. Reed Mountain Quad, T2S, R24W, Sec 16, NW 1/4.",2002,34.57481479,-93.56187943
UARK031434,8,9.734323831,1.375945483,7.174140641,3.19170894,2.572000686,3.006494228,1.162658099,0.641707345,2.749162981,2.380117008,7.621619673,1.606994633,2.796526239,4.734378453,7.184371457,0.930283222,0.855998027,0.56594383,1.654433025,1.384170477,11.11026931,Quercus shumardii,"Montgomery County, Arkansas","Ouachita River near bridge on US 270, 5.2 mi. NW of Mount Ida. SE 1/2 SW1/2 S32 T1S R25W",0-00,34.55188094,-93.62902799
UARK031437,5.666666667,8.783459166,3.661729641,8.603703359,3.013932223,2.641932614,3.014172997,0.75690579,2.263254937,3.672795527,2.542927245,6.212081949,2.828487271,2.962178556,4.890200832,2.426205743,1.013973038,0.877177195,0.956989776,1.290910651,1.019430498,12.44518881,Quercus shumardii,"Polk County, Arkansas","Brushy Creek. NW?Sec. 29, T4S, R30W. Umpire Quad.",1976,34.43655017,-94.21756631
UARK031442,8,9.109081949,3.286537148,7.948580716,2.465675299,3.437509081,3.042090565,1.673903458,0.904199508,4.479105696,1.892519218,6.220621194,3.070990574,3.20197106,5.439076773,2.771635171,1.23377582,1.129982493,0.959093795,1.458521473,1.146001063,12.3956191,Quercus shumardii,"Sebastian County, Arkansas","Base of bluff, next to observatory parking lot at Lookout on Midland Peak of Sugarloaf Mountain. 564 m above sea level. In the NE 1/4 of the NW 1/4 of Section 36, T5N, R32W; Huntington Quad.",0-00,35.0734434,-94.37345758
UARK031443,6.666666667,10.9907295,4.663248709,10.87423696,2.294645496,2.825873397,2.755000009,1.337379671,3.449762149,3.519992425,3.033102488,7.998335735,2.248086767,2.445524425,5.461533211,2.358510998,1.130698656,1.299260589,0.905890711,1.639996439,1.011164355,15.65397821,Quercus shumardii,"Sebastian County, Arkansas","SE of intersection of Ark. Hwy. 22 & Ark. Hwy. 96; Sec. 5, T7N, R30W. Ft. Chaffee Army Base",1988,35.31832923,-94.30339479
UARK031449,7,14.34721195,4.164558882,15.68001223,1.952051362,6.0229821,3.640923575,2.257488103,4.316984967,5.22897675,2.695002783,8.328082826,2.40891592,3.418899382,6.934373226,3.442920872,1.623119216,2.220470173,0.813852859,2.718705632,0.915306779,18.51177083,Quercus shumardii,"Yell County, Arkansas","Near Petit Jean River, about two miles SW of Havanna. T5N R24W S16 SE1/4 SW1/4.",2002,35.11483122,-93.53073372
UARK031453,9,9.32911806,2.619355593,6.425610146,2.098202492,2.691106276,2.749420278,1.334786241,1.225676174,2.332447171,1.592655105,6.799858436,1.507270135,1.875012493,3.855707541,3.59314,1.281323959,1.000363516,0.760208938,1.858647158,1.462291236,11.94847365,Quercus shumardii,"Yell County, Arkansas","Mt. Nebo, Yell County, AR",1924,35.21727675,-93.24646006
UCA006582,7.666666667,12.29758424,5.474610708,11.30049514,2.058255462,4.507346281,2.945583507,1.808278444,3.198745772,3.699141496,1.898372251,8.219260308,2.170535249,3.153004147,5.176754074,2.255543515,1.424566678,1.545589822,0.699581673,1.757103377,1.088624341,17.77219494,Quercus shumardii,"Johnson County, Arkansas","Spadra Park, exit 58 at Clarksville, 5 mi. S of I-40. (NW 1/4 sect. 13, T9 N, R23 W)",1996,35.4244686,-93.47901325
UCA006584,7,11.1821056,3.078256003,11.77915747,1.933334722,3.355709573,2.285056276,1.085548574,3.617756507,4.388703377,2.082180177,7.975110425,1.804466608,3.206816304,5.671028921,3.645601611,1.203596094,1.502691063,0.563603491,2.460708251,0.947486383,14.2603616,Quercus shumardii,"Johnson County, Arkansas","Lake Dardanelle at Spadra Park. Medium size oak growing in dry soil 20 yards N of the bluff on the extreme W end of Spadra Park, just west of the bathrooms. Tree 40' tall, 18"" DBH. (SW 1/4 of NE 1/4 of NE 1/4 of sect. 19, T19 N, R23 W)",1996,35.4244686,-93.47901325
UCA006585,7,11.81662733,3.863404796,10.27481452,2.163365629,2.81633782,1.92042834,1.005871393,1.916922455,3.228900645,2.918800825,8.986773174,1.525541824,3.15442343,5.188041267,3.035924108,0.894898272,1.459591471,0.470907938,2.147145394,1.142272642,15.68003213,Quercus shumardii,"Polk County, Arkansas","NW of Mena in the around High Point. Girl Scout Camp-Lowland forest; Canopy: Oak Southern Red Oaak. subcanopy: Sycamore, Sweet gum, Maple T25. R30W, NW1/4, S32",1980,34.58405746,-94.23855034
UCA006587,7.666666667,11.4945583,2.987707801,10.3885748,2.357459373,3.453422979,2.994152699,0.993594139,2.614703033,3.386118711,2.277588653,8.037174752,1.980170501,2.940836697,5.131172026,4.063445455,1.193571783,1.330269649,0.657601148,1.685174037,1.106064833,14.4822661,Quercus shumardii,"Yell County, Arkansas","Private farm 1/4 mi. E of jct. with co. rd. 49 on co. rd. 433, 1 mi. S of jct. with AR Hwy 28, 4 mi. S of Dardanelle. (S 1/2, Sect. 24, T6N, R21W).",2001,35.23170007,-93.16138765
0065785MOR,7.5,11.59047313,4.44343522,9.114579593,2.60618144,3.648131574,2.834871488,1.407753395,2.444446342,3.245082271,3.725101507,7.237075623,1.382628,2.613815007,4.564915787,2.593365649,1.09038042,1.291441484,0.528915392,2.343622054,1.266744394,16.03390835,Quercus rubra,"Yell County, Arkansas",HWY 309 N towards Magazine Mtn from the South.,2004,35.1300484,-93.52506883
